1,32,4,28,112,28,112,1,1385085
1,32,4,112,28,112,28,1,1398191
1,32,4,56,56,56,56,1,1389456
1,32,1,112,112,112,112,1,1386027
1,32,8,28,112,28,112,1,2769583
1,32,8,112,28,112,28,1,2795791
1,32,8,56,56,56,56,1,2778320
1,32,2,112,112,112,112,1,2770321
1,64,8,14,56,14,56,1,915124
1,64,8,56,14,56,14,1,928455
1,64,8,28,28,28,28,1,919549
1,64,2,56,56,56,56,1,915180
1,64,16,14,56,14,56,1,1829874
1,64,16,56,14,56,14,1,1856501
1,64,16,28,28,28,28,1,1838711
1,64,4,56,56,56,56,1,1829422
1,128,16,14,56,14,56,1,2709751
1,128,16,56,14,56,14,1,2735892
1,128,16,28,28,28,28,1,2717819
1,128,4,56,56,56,56,1,2709259
1,128,16,14,56,14,56,1,2709753
1,128,16,56,14,56,14,1,2735892
1,128,16,28,28,28,28,1,2717818
1,128,4,56,56,56,56,1,2709258
1,128,16,7,28,7,28,1,680898
1,128,16,28,7,28,7,1,694458
1,128,16,14,14,14,14,1,685565
1,128,4,28,28,28,28,1,679818
1,128,32,7,28,7,28,1,1361413
1,128,32,28,7,28,7,1,1388567
1,128,32,14,14,14,14,1,1370849
1,128,8,28,28,28,28,1,1359057
1,256,32,7,28,7,28,1,2243505
1,256,32,28,7,28,7,1,2269449
1,256,32,14,14,14,14,1,2251528
1,256,8,28,28,28,28,1,2240325
1,256,32,7,28,7,28,1,2243503
1,256,32,28,7,28,7,1,2269453
1,256,32,14,14,14,14,1,2251525
1,256,8,28,28,28,28,1,2240321
1,256,32,4,14,4,14,1,647405
1,256,32,14,4,14,4,1,660150
1,256,32,7,7,7,7,1,571504
1,256,8,14,14,14,14,1,563232
1,256,64,4,14,4,14,1,1294591
1,256,64,14,4,14,4,1,1320074
1,256,64,7,7,7,7,1,1142770
1,256,16,14,14,14,14,1,1125880
1,512,64,4,14,4,14,1,2306739
1,512,64,14,4,14,4,1,2332882
1,512,64,7,7,7,7,1,2030067
1,512,16,14,14,14,14,1,2007194
1,512,64,4,14,4,14,1,2306733
1,512,64,14,4,14,4,1,2332891
1,512,64,7,7,7,7,1,2030068
1,512,16,14,14,14,14,1,2007192
1,512,64,4,14,4,14,1,2306742
1,512,64,14,4,14,4,1,2332883
1,512,64,7,7,7,7,1,2030064
1,512,16,14,14,14,14,1,2007197
1,512,64,4,14,4,14,1,2306742
1,512,64,14,4,14,4,1,2332881
1,512,64,7,7,7,7,1,2030066
1,512,16,14,14,14,14,1,2007195
1,512,64,4,14,4,14,1,2306737
1,512,64,14,4,14,4,1,2332889
1,512,64,7,7,7,7,1,2030062
1,512,16,14,14,14,14,1,2007195
1,512,64,4,14,4,14,1,2306739
1,512,64,14,4,14,4,1,2332894
1,512,64,7,7,7,7,1,2030069
1,512,16,14,14,14,14,1,2007193
1,512,64,4,14,4,14,1,2306740
1,512,64,14,4,14,4,1,2332887
1,512,64,7,7,7,7,1,2030063
1,512,16,14,14,14,14,1,2007193
1,512,64,4,14,4,14,1,2306739
1,512,64,14,4,14,4,1,2332879
1,512,64,7,7,7,7,1,2030067
1,512,16,14,14,14,14,1,2007193
1,512,64,4,14,4,14,1,2306739
1,512,64,14,4,14,4,1,2332889
1,512,64,7,7,7,7,1,2030064
1,512,16,14,14,14,14,1,2007194
1,512,64,4,14,4,14,1,2306740
1,512,64,14,4,14,4,1,2332888
1,512,64,7,7,7,7,1,2030065
1,512,16,14,14,14,14,1,2007194
1,512,64,2,7,2,7,1,385681
1,512,64,7,2,7,2,1,398141
1,512,64,4,4,4,4,1,453336
1,512,16,7,7,7,7,1,507609
1,512,128,2,7,2,7,1,771026
1,512,128,7,2,7,2,1,795945
1,512,128,4,4,4,4,1,906330
1,512,32,7,7,7,7,1,1015125
1,1024,128,2,7,2,7,1,3223432
1,1024,128,7,2,7,2,1,3247602
1,1024,128,4,4,4,4,1,3684697
1,1024,32,7,7,7,7,1,1904347
1,1024,128,2,7,2,7,1,3223433
1,1024,128,7,2,7,2,1,3247610
1,1024,128,4,4,4,4,1,3684695
1,1024,32,7,7,7,7,1,1904345
2,4,4,28,112,30,114,1,888361
2,4,4,112,28,114,30,1,895404
2,4,4,56,56,58,58,1,875910
2,1,1,112,112,114,114,1,845346
2,8,8,28,112,30,114,1,1773989
2,8,8,112,28,114,30,1,1788762
2,8,8,56,56,58,58,1,1749658
2,2,2,112,112,114,114,1,1691214
2,8,8,14,56,16,58,1,480248
2,8,8,56,14,58,16,1,487841
2,8,8,28,28,30,30,1,468471
2,2,2,56,56,58,58,1,437016
2,16,16,14,56,16,58,1,965393
2,16,16,56,14,58,16,1,980700
2,16,16,28,28,30,30,1,941548
2,4,4,56,56,58,58,1,875908
2,16,16,14,56,16,58,1,965416
2,16,16,56,14,58,16,1,980726
2,16,16,28,28,30,30,1,941572
2,4,4,56,56,58,58,1,875908
2,16,16,14,56,16,58,1,965416
2,16,16,56,14,58,16,1,980726
2,16,16,28,28,30,30,1,941572
2,4,4,56,56,58,58,1,875908
2,16,16,7,28,9,30,1,280124
2,16,16,28,7,30,9,1,287828
2,16,16,14,14,16,16,1,268340
2,4,4,28,28,30,30,1,234810
2,32,32,7,28,9,30,1,561678
2,32,32,28,7,30,9,1,577093
2,32,32,14,14,16,16,1,537547
2,8,8,28,28,30,30,1,468474
2,32,32,7,28,9,30,1,561643
2,32,32,28,7,30,9,1,577094
2,32,32,14,14,16,16,1,537547
2,8,8,28,28,30,30,1,468474
2,32,32,7,28,9,30,1,561643
2,32,32,28,7,30,9,1,577093
2,32,32,14,14,16,16,1,537547
2,8,8,28,28,30,30,1,468474
2,32,32,4,14,6,16,1,201602
2,32,32,14,4,16,6,1,208956
2,32,32,7,7,9,9,1,173084
2,8,8,14,14,16,16,1,134204
2,64,64,4,14,6,16,1,404156
2,64,64,14,4,16,6,1,418884
2,64,64,7,7,9,9,1,346955
2,16,16,14,14,16,16,1,268345
2,64,64,4,14,6,16,1,404157
2,64,64,14,4,16,6,1,418884
2,64,64,7,7,9,9,1,346955
2,16,16,14,14,16,16,1,268345
2,64,64,4,14,6,16,1,404157
2,64,64,14,4,16,6,1,418884
2,64,64,7,7,9,9,1,346955
2,16,16,14,14,16,16,1,268345
2,64,64,4,14,6,16,1,404157
2,64,64,14,4,16,6,1,418884
2,64,64,7,7,9,9,1,346955
2,16,16,14,14,16,16,1,268345
2,64,64,4,14,6,16,1,404157
