4,0.000018
8,0.000033
12,0.000033
16,0.000033
20,0.000033
24,0.000045
28,0.000045
32,0.000045
36,0.000045
40,0.000045
44,0.000045
48,0.000047
52,0.000047
56,0.000049
60,0.000049
64,0.000051
68,0.000051
72,0.000053
76,0.000053
80,0.000055
84,0.000055
88,0.000057
92,0.000057
96,0.000059
100,0.000059
104,0.000061
108,0.000061
112,0.000063
116,0.000063
120,0.000065
124,0.000065
128,0.000067
132,0.000067
136,0.000069
140,0.000069
144,0.000071
148,0.000071
152,0.000073
156,0.000073
160,0.000075
164,0.000075
168,0.000077
172,0.000077
176,0.000079
180,0.000079
184,0.000081
188,0.000081
192,0.000083
196,0.000083
200,0.000085
204,0.000085
208,0.000087
212,0.000087
216,0.000089
220,0.000089
224,0.000091
228,0.000091
232,0.000093
236,0.000093
240,0.000095
244,0.000095
248,0.000097
252,0.000097
256,0.000099
260,0.000099
264,0.000101
268,0.000101
272,0.000103
276,0.000103
280,0.000105
284,0.000105
288,0.000107
292,0.000107
296,0.000109
300,0.000109
304,0.000111
308,0.000111
312,0.000113
316,0.000113
320,0.000115
324,0.000115
328,0.000117
332,0.000117
336,0.000119
340,0.000119
344,0.000121
348,0.000121
352,0.000123
356,0.000123
360,0.000125
364,0.000125
368,0.000127
372,0.000127
376,0.000129
380,0.000129
384,0.000131
388,0.000131
392,0.000133
396,0.000133
400,0.000135
404,0.000135
408,0.000137
412,0.000137
416,0.000139
420,0.000139
424,0.000141
428,0.000141
432,0.000143
436,0.000143
440,0.000145
444,0.000145
448,0.000147
452,0.000147
456,0.000149
460,0.000149
464,0.000151
468,0.000151
472,0.000153
476,0.000153
480,0.000155
484,0.000155
488,0.000157
492,0.000157
496,0.000159
500,0.000159
504,0.000161
508,0.000161
512,0.000163
516,0.000163
520,0.000165
524,0.000165
528,0.000167
532,0.000167
536,0.000169
540,0.000169
544,0.000171
548,0.000171
552,0.000173
556,0.000173
560,0.000175
564,0.000175
568,0.000177
572,0.000177
576,0.000179
580,0.000179
584,0.000181
588,0.000181
592,0.000183
596,0.000183
600,0.000185
604,0.000185
608,0.000187
612,0.000187
616,0.000189
620,0.000189
624,0.000191
628,0.000191
632,0.000193
636,0.000193
640,0.000195
644,0.000195
648,0.000197
652,0.000197
656,0.000199
660,0.000199
664,0.000201
668,0.000201
672,0.000203
676,0.000203
680,0.000205
684,0.000205
688,0.000207
692,0.000207
696,0.000209
700,0.000209
704,0.000211
708,0.000211
712,0.000213
716,0.000213
720,0.000215
724,0.000215
728,0.000217
732,0.000217
736,0.000219
740,0.000219
744,0.000221
748,0.000221
752,0.000223
756,0.000223
760,0.000225
764,0.000225
768,0.000227
772,0.000227
776,0.000229
780,0.000229
784,0.000231
788,0.000231
792,0.000233
796,0.000233
800,0.000235
804,0.000235
808,0.000237
812,0.000237
816,0.000239
820,0.000239
824,0.000241
828,0.000241
832,0.000243
836,0.000243
840,0.000245
844,0.000245
848,0.000247
852,0.000247
856,0.000249
860,0.000249
864,0.000251
868,0.000251
872,0.000253
876,0.000253
880,0.000255
884,0.000255
888,0.000257
892,0.000257
896,0.000259
900,0.000259
904,0.000261
908,0.000261
912,0.000263
916,0.000263
920,0.000265
924,0.000265
928,0.000267
932,0.000267
936,0.000269
940,0.000269
944,0.000271
948,0.000271
952,0.000273
956,0.000273
960,0.000275
964,0.000275
968,0.000277
972,0.000277
976,0.000279
980,0.000279
984,0.000281
988,0.000281
992,0.000283
996,0.000283
1000,0.000285
1004,0.000285
1008,0.000287
1012,0.000287
1016,0.000289
1020,0.000289
1024,0.000291
1028,0.000291
1032,0.000293
1036,0.000293
1040,0.000295
1044,0.000295
1048,0.000297
1052,0.000297
1056,0.000299
1060,0.000299
1064,0.000301
1068,0.000301
1072,0.000303
1076,0.000303
1080,0.000305
1084,0.000305
1088,0.000307
1092,0.000307
1096,0.000309
1100,0.000309
1104,0.000311
1108,0.000311
1112,0.000313
1116,0.000313
1120,0.000315
1124,0.000315
1128,0.000317
1132,0.000317
1136,0.000319
1140,0.000319
1144,0.000321
1148,0.000321
1152,0.000323
1156,0.000323
1160,0.000325
1164,0.000325
1168,0.000327
1172,0.000327
1176,0.000329
1180,0.000329
1184,0.000331
1188,0.000331
1192,0.000333
1196,0.000333
1200,0.000335
1204,0.000335
1208,0.000337
1212,0.000337
1216,0.000339
1220,0.000339
1224,0.000341
1228,0.000341
1232,0.000343
1236,0.000343
1240,0.000345
1244,0.000345
1248,0.000347
1252,0.000347
1256,0.000349
1260,0.000349
1264,0.000351
1268,0.000351
1272,0.000353
1276,0.000353
1280,0.000355
1284,0.000355
1288,0.000357
1292,0.000357
1296,0.000359
1300,0.000359
1304,0.000361
1308,0.000361
1312,0.000363
1316,0.000363
1320,0.000365
1324,0.000365
1328,0.000367
1332,0.000367
1336,0.000369
1340,0.000369
1344,0.000371
1348,0.000371
1352,0.000373
1356,0.000373
1360,0.000375
1364,0.000375
1368,0.000377
1372,0.000377
1376,0.000379
1380,0.000379
1384,0.000381
1388,0.000381
1392,0.000383
1396,0.000383
1400,0.000385
1404,0.000385
1408,0.000387
1412,0.000387
1416,0.000389
1420,0.000389
1424,0.000391
1428,0.000391
1432,0.000393
1436,0.000393
1440,0.000395
1444,0.000395
1448,0.000397
1452,0.000397
1456,0.000399
1460,0.000399
1464,0.000401
1468,0.000401
1472,0.000403
1476,0.000403
1480,0.000405
1484,0.000405
1488,0.000407
1492,0.000407
1496,0.000409
1500,0.000409
1504,0.000411
1508,0.000411
1512,0.000413
1516,0.000413
1520,0.000415
1524,0.000415
1528,0.000417
1532,0.000417
1536,0.000419
1540,0.000419
1544,0.000421
1548,0.000421
1552,0.000423
1556,0.000423
1560,0.000425
1564,0.000425
1568,0.000427
1572,0.000427
1576,0.000429
1580,0.000429
1584,0.000431
